created,sentiment.compound,sentiment.neg,sentiment.neu,sentiment.pos,tweet_text,user
2018-06-23 07:22:00,0.0,0.0,1.0,0.0,"♻️🌍Small actions can make a big difference. 
#PlasticsAction

https://t.co/AWXUYNJ4e3 https://t.co/9Khy2bq19Z",BBC
2018-06-22 19:11:28,0.6369,0.0,0.741,0.259,"RT @BBCBreakfast: So many reasons to love the #NorthEast of #England.
#Inventions https://t.co/xVseuMG347",BBC
2018-06-22 19:11:15,0.25,0.0,0.913,0.087,"RT @bbcworldservice: Born without a jaw, Isaiah Acosta has never spoken a word, yet he’s gone on to fulfil his dream of becoming a rapper.…",BBC
2018-06-22 19:10:41,0.0,0.0,1.0,0.0,"RT @bbcstories: Today marks 70 years since the arrival of Caribbean migrants on the Empire Windrush ship to the UK.

 Back in 2018, how has…",BBC
2018-06-22 19:10:14,0.7518,0.0,0.735,0.265,RT @BBCTwo: How long would it take you to demolish this AMAZING burger? 🍔😵 #MillionPoundMenu https://t.co/KH8VHK2rE6,BBC
2018-06-22 19:09:53,0.3612,0.0,0.902,0.098,"RT @BBCFOUR: With over 10,000 credits, Carol Kaye is one of the most prolific bassists of all time – and her bragging rights are *amazing*.…",BBC
2018-06-22 19:04:06,0.4215,0.0,0.865,0.135,"❤️🐿 Meet the sabre-toothed squirrel whose life was saved by an amateur dentist.
👉 https://t.co/C6gXwp7Yke https://t.co/fp3vGzEW5S",BBC
2018-06-22 18:01:05,-0.3182,0.15,0.85,0.0,"😂👛 Everyone has that one mate who always loses their purse... 
#HearHer #LiveAtTheApollo https://t.co/DinViMhGVm",BBC
2018-06-22 17:00:21,0.0,0.0,1.0,0.0,🐾🐶💕 Would you give a deaf dog a home? https://t.co/sjbsjOEzqT,BBC
2018-06-22 16:01:00,0.0,0.0,1.0,0.0,"When the weekend's so close you can almost touch it...  🙌 #FridayFeeling
 @Camila_Cabello https://t.co/eosSiBxZft",BBC
2018-06-22 13:02:03,0.0,0.0,1.0,0.0,"😂🎤 Hello, it's literally me... 
#HearHer https://t.co/7XMLDQMR3B",BBC
2018-06-22 12:03:05,0.0,0.0,1.0,0.0,Questions for a Sikh https://t.co/UhKZNiTRtC,BBC
2018-06-22 11:00:13,-0.34,0.156,0.844,0.0,"Why do only some people get blackout drunk?
👉 https://t.co/4C8KOCcSsU https://t.co/8S8axGO0F5",BBC
2018-06-22 08:01:04,0.0,0.0,1.0,0.0,"In the aftermath of Hurricane Maria, Michelin-starred @chefjoseandres managed to feed more Puerto Ricans than any g… https://t.co/SXJJG4hnMG",BBC
2018-06-22 07:28:05,0.6632,0.119,0.559,0.322,"'Always forgive your enemies; nothing annoys them so much.'

Oscar Wilde's best quotes.
👉 https://t.co/4ldEknyrSW https://t.co/vr8KdzXP89",BBC
2018-06-22 07:00:04,0.0,0.0,1.0,0.0,"'I wax my face every 2 weeks and haven't been able to get pregnant, but I won't let polycystic ovary syndrome defin… https://t.co/uyNbPpgeY7",BBC
2018-06-21 19:03:04,0.2732,0.2,0.595,0.205,"😂 That time @NoelFielding11 confronted some rowdy teens…
#LiveAtTheApollo https://t.co/tV9SB4r8Yz",BBC
2018-06-21 18:01:06,0.0,0.0,1.0,0.0,📱 Is social media impacting how we express ourselves?  https://t.co/nADRuAW49x,BBC
2018-06-21 16:42:25,0.3134,0.062,0.811,0.127,"RT @bbcthree: What it feels like when you don't want your baby. #HearHer
(turn on your sound) https://t.co/7ErzX8p7Ag",BBC
2018-06-21 16:01:04,0.5093,0.0,0.732,0.268,😍 The Scottish coast is incredible! https://t.co/pn2LdiZwdQ,BBC
2018-06-21 16:00:09,0.8074,0.0,0.687,0.313,"RT @BBCRadio4: Activist
Poet
Director
Actor
Writer...
...and inspiration
@Aardman Animations made a beautiful short film about Maya Angelou…",BBC
2018-06-21 13:02:34,-0.7506,0.314,0.686,0.0,"💔🦍 Koko the gorilla has sadly died, aged 46.

Here's the story of her life. https://t.co/rIRb7mHpJx",BBC
2018-06-21 12:28:30,0.0,0.0,1.0,0.0,"RT @BBCOne: In 1979, one surgeon was about to make NHS history by performing the UK's first heart transplant. https://t.co/HmUZBE5MLd",BBC
2018-06-21 12:25:47,0.0,0.0,1.0,0.0,"RT @bbcarts: Artistic Director at @royalcourt, @vicfeatherstone, has curated #Snatches - a series of provocative monologues, written and pe…",BBC
2018-06-21 12:01:06,0.7845,0.0,0.699,0.301,Tessa Sanderson was the first British woman to win an Olympic gold medal in the javelin. #HearHer https://t.co/Kqff1C4QSe,BBC
2018-06-21 11:01:04,0.0,0.0,1.0,0.0,"🥗 What's behind the rise in veganism?
👉 https://t.co/26dyqv3CWQ https://t.co/KZd2kBVkNW",BBC
2018-06-21 09:55:19,0.0,0.0,1.0,0.0,"❤️👶 New Zealand's Prime Minister Jacinda Ardern has given birth to a baby girl, making her only the second elected… https://t.co/7LDkCupd1c",BBC
2018-06-21 09:13:56,0.5719,0.0,0.791,0.209,☀️ Thousands of people have witnessed the sunrise at Stonehenge to celebrate the #SummerSolstice. https://t.co/f0PA5HYgRK,BBC
2018-06-21 08:01:01,-0.8979,0.442,0.558,0.0,"When a fire at a children's home in Guatemala killed dozens of teenage girls, it exposed a terrifying culture of ab… https://t.co/saKLWSu1NT",BBC
2018-06-21 07:45:57,0.6114,0.0,0.846,0.154,"☀️ Happy #SummerSolstice! 
Today has an average of 16h 39m of daylight in the UK - that's 8h 49m more than during t… https://t.co/Vg1QFQNU0r",BBC
2018-06-21 07:27:03,-0.5106,0.218,0.69,0.092,"🐸👀 Frogs trapped in amber for 99 million years are giving a glimpse of a lost world.
👉 https://t.co/FP7lgt3bLE https://t.co/W6F1W0PCtI",BBC
2018-06-21 07:01:04,0.6369,0.0,0.656,0.344,🎧🐦🎶 Five glorious minutes of a Caribbean dawn chorus. https://t.co/9t1PVkC4Kn,BBC
2018-06-20 20:02:08,0.5994,0.0,0.754,0.246,🎣 @realbobmortimer and Paul Whitehouse share their personal and hilarious life experiences while travelling around… https://t.co/NeZ1V04R74,BBC
2018-06-20 18:00:25,-0.4019,0.252,0.748,0.0,"🍷 @Rihanna. Wine glass stealer extraordinaire.
#TheGNShow https://t.co/no25tcxHJj",BBC
2018-06-20 17:32:05,0.4939,0.136,0.593,0.271,"Discover Porthcawl Elvis Festival, the largest Elvis festival in the world... 

Mad About Elvis | 7:30pm | @BBCOne… https://t.co/JBFFZhtPMD",BBC
2018-06-20 16:00:26,0.0,0.0,1.0,0.0,"Gaming addiction is listed as mental health condition for first time by @WHO.

How much is too much? https://t.co/hB16QHI6B8",BBC
2018-06-20 14:35:32,0.3182,0.0,0.905,0.095,"RT @bbcworldservice: How the promise of dance lessons can keep children in school. 
 
@SunkitYole is just one of the nominees for the Outlo…",BBC
2018-06-20 13:05:22,0.0,0.0,1.0,0.0,RT @bbcthesocial: Salih fled Syria and travelled all the way to Scotland. He designed a tattoo to illustrate his incredible journey 💙 #Worl…,BBC
2018-06-20 13:02:04,0.5562,0.0,0.848,0.152,A baby boy who was born on a Paris commuter train has been given free rail travel until he is 25! 👶🇫🇷🎉… https://t.co/XeAeCBBjLj,BBC
2018-06-20 12:00:21,0.7579,0.0,0.764,0.236,"100 years after women won the right to vote, are we really any closer to true gender equality in 2018? @BBCArts ask… https://t.co/qrc2yQ5WqF",BBC
2018-06-20 11:03:05,0.3626,0.0,0.871,0.129,"How to have a baby, debone a chicken, and other life-changing YouTube hacks.
Because life's a little easier with th… https://t.co/2RC1zxgYb4",BBC
2018-06-20 10:31:58,0.7207,0.0,0.759,0.241,RT @BBC6MorningShow: #PeoplesPlaylist time - we've got a VERY important job for the @BBC6Music family c/o friend of this show Jo Milne (@jo…,BBC
2018-06-20 10:20:48,0.4767,0.0,0.86,0.14,🇯🇵⚽️🗑 Japanese football fans have impressed the world by meticulously cleaning up their rows and seats in the stadi… https://t.co/AGITQOknOI,BBC
2018-06-20 10:03:05,0.0,0.0,1.0,0.0,"RT @BBCWales: When Darren 'Graceland' Jones becomes #Elvis, he touches the lives of many others by evoking memories... 

🎤 Our Lives: #MadA…",BBC
2018-06-20 09:47:39,0.7154,0.0,0.715,0.285,"RT @bbcthree: Fatima lives in a refugee camp, but that's not stopping her will to succeed. #WorldRefugeeDay https://t.co/RnQJRDAY2y",BBC
2018-06-20 08:00:23,0.6369,0.0,0.682,0.318,"18 of the greatest moments in human civilisation.
#Civilisations https://t.co/naGsXLkC95",BBC
2018-06-20 07:25:01,0.4404,0.0,0.873,0.127,"🤔💭 'Jamais vu is the opposite of déjà vu.'

Eight things you *probably* haven't heard before about that funny feeli… https://t.co/SLnIksuK3u",BBC
2018-06-20 07:00:15,0.0,0.0,1.0,0.0,Who knew Quidditch was a sport? https://t.co/VvZzXkTubL,BBC
2018-06-19 19:03:08,0.128,0.165,0.613,0.222,"Follow Inside Justice as they investigate the cases of convicted murderers who claim to be innocent.

#Conviction |… https://t.co/2FhNIkcgUH",BBC
2018-06-19 18:01:10,0.7351,0.0,0.772,0.228,"The squirrel family is one of the most widespread on earth, so what is the secret to their success? 🐿

Natural Worl… https://t.co/bWRqIik7Vw",BBC
2018-06-19 18:00:21,0.0,0.0,1.0,0.0,"Throwback to when #JodieWhittaker was revealed as the new Doctor in 2017. 

#HearHer @bbcdoctorwho https://t.co/Rm3uhZyyi1",BBC
2018-06-19 16:00:28,0.4215,0.0,0.859,0.141,"🐿💚 Billy was rescued at just 5 days old. 
Would you foster a baby red squirrel?

#SuperSquirrels | 8pm | @BBCTwo https://t.co/GIi8cAUz6R",BBC
2018-06-19 15:20:59,0.1511,0.0,0.933,0.067,"RT @cbbc: Want to cover @England's @hkane in #WorldCup stickers?! Download the CBBC Buzz app here 👉 https://t.co/dcRAwvWtxs

@BBCSport @BBC…",BBC
2018-06-19 15:02:04,0.0,0.0,1.0,0.0,"The Queen's granddaughter, Zara Tindall, has given birth to a baby girl. 👶

https://t.co/LBMmlTU2Fq https://t.co/5E6W6MzXW8",BBC
2018-06-19 14:59:48,-0.7579,0.265,0.735,0.0,"RT @BBCOne: When a training exercise in Belize goes wrong, Captain James and Georgie find themselves in danger.

@michkeegan and @benaldrid…",BBC
2018-06-19 13:38:02,-0.5574,0.159,0.841,0.0,"The world's oldest known Sumatran orangutan has died in an Australian zoo aged 62, leaving behind 54 descendants.
👉… https://t.co/ot0RvvMGaY",BBC
2018-06-19 12:59:03,-0.0772,0.124,0.766,0.11,"Meet the England football fan who has been to every World Cup since Mexico '86 ⚽️

https://t.co/z3ZSmB0IWH https://t.co/Ei6hN1wk9Q",BBC
2018-06-19 12:02:05,-0.3736,0.131,0.869,0.0,"It is an omelette? Is it a beef slice? No, it's @Rihanna's dress at the Met Gala.
#TheGNShow https://t.co/HjWmICH6zV",BBC
2018-06-19 11:00:20,0.5994,0.141,0.55,0.309,"'Hope for the best, be prepared for the worst and expect nothing.'

10 incredible #MayaAngelou quotes to live your… https://t.co/qzG9hDHZJj",BBC
2018-06-19 10:26:08,-0.34,0.146,0.854,0.0,✈️ Electric plane takes to the skies as Norway bids to combat climate change. https://t.co/wrjHlVhAZJ,BBC
2018-06-19 09:55:13,0.6114,0.0,0.862,0.138,"RT @BBC_Teach: BBC Bitesize is 20 🙌🎉 !
To celebrate, tell us your Bitesize story. Did you use Bitesize to pass your exams? Do you use Bites…",BBC
2018-06-19 09:53:59,0.0516,0.14,0.682,0.179,RT @TWBBC: Should we bring the woolly mammoth back from the dead? Or should we use the same technology to better protect endangered species…,BBC
2018-06-19 09:47:43,0.7717,0.0,0.835,0.165,"RT @BBCSport: ✅ 18.3 million on @BBCOne 
✅ 3 million online streams
✅ More viewers than the royal wedding
✅ England win

Thanks for joining…",BBC
2018-06-19 08:00:15,0.0,0.0,1.0,0.0,"Faced with extreme weather, Bolivian farmers are going underground. #BBCTakingTheTemperature https://t.co/ocATWI0jPL",BBC
2018-06-19 07:27:05,-0.3182,0.126,0.874,0.0,"Antarctica has lost three trillion tonnes of ice in 25 years.
👉 https://t.co/lzm3BAGQRi https://t.co/ryqk634l6a",BBC
2018-06-19 07:00:16,-0.3716,0.233,0.631,0.136,They survived the Ice Age but today saiga antelopes are struggling. https://t.co/IPU5smfklg,BBC
2018-06-18 20:58:38,-0.5267,0.175,0.825,0.0,"RT @BBCOne: This. Will. Hurt.

@IdrisElba returns as the inimitable DCI #Luther. Coming soon to @BBCOne. https://t.co/FO9GM9yurk",BBC
2018-06-18 20:02:04,0.7845,0.054,0.661,0.284,"Monologues inspired by women who have spoken out, challenged the status quo or made a stand - often at great person… https://t.co/kkpLMaYB7X",BBC
2018-06-18 18:02:04,0.5423,0.0,0.69,0.31,"🎧❤️ Casey dreams of one day playing in Ibiza. 
(via @BBCThree) https://t.co/sxEqTuiekr",BBC
2018-06-22 21:19:06,0.1867,0.0,0.902,0.098,Tonight's the night! Don't miss model @ashleygraham on the season finale of Celebrity @undercover_cbs at 8/7c. https://t.co/iBxAOcOF7a,CBS
2018-06-22 18:33:53,0.4199,0.0,0.811,0.189,"Every day is #TakeYourDogToWorkDay for shows like @HawaiiFive0CBS, @MomCBS, @SEALTeamCBS, and @bigbangtheory! https://t.co/DJaOt1VQcw",CBS
2018-06-21 23:29:50,0.4926,0.0,0.803,0.197,"Lights, camera, selfie! 📸 Could there be a better photo for #NationalSelfieDay? https://t.co/14Ewx64yKC",CBS
2018-06-20 00:39:01,0.3555,0.122,0.68,0.199,There’s nothing quite like watching a contestant win a brand new car on @PriceIsRight. 👏  https://t.co/aKlFikYAMM,CBS
2018-06-18 20:27:50,0.0,0.0,1.0,0.0,Time to make your predictions for #BB20! 👏 Get to know the @CBSBigBrother Houseguests before the big premiere next… https://t.co/jlpIchJ9sk,CBS
2018-06-18 15:00:46,0.0,0.0,1.0,0.0,RT @CBSBigBrother: Meet the cast of #BB20... before anyone else! Start streaming all their live interviews beginning at 11am EST/8am PST on…,CBS
2018-06-17 13:00:01,0.9392,0.0,0.507,0.493,"Today and every day we celebrate their love, guidance, and support. Happy #FathersDay to every kind of dad! https://t.co/Wffax1khBH",CBS
2018-06-15 18:48:29,0.3595,0.0,0.872,0.128,"Casting Alert! @paulwesley, @DaniaJRamirez &amp; @JamesWolk are set to star in the upcoming CBS All Access psychologica… https://t.co/JnZMrzT92n",CBS
2018-06-14 17:30:00,-0.296,0.167,0.833,0.0,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/h3YnFkmSQJ",CBS
2018-06-14 16:19:32,0.1779,0.12,0.734,0.147,RT @StrangeAngel: Mastermind or maniac? Explore the brilliant mind of Jack Parsons in #StrangeAngel. Now streaming on CBS All Access: https…,CBS
2018-06-12 00:19:23,-0.5562,0.315,0.551,0.134,"No pain, no gain, ALL Hart! Just one month until the premiere of @TKOCBS hosted by @KevinHart4real. https://t.co/C1yMCglxVn",CBS
2018-06-11 22:23:06,0.5093,0.0,0.829,0.171,"RT @TheNeighborhood: Welcome to #TheNeighborhood, @BethBehrs! The @2BrokeGirls star returns to @CBS in a new sitcom alongside @CedEntertain…",CBS
2018-06-11 19:01:38,-0.296,0.167,0.833,0.0,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/3GA5otlcPa",CBS
2018-06-11 14:00:37,0.0,0.0,1.0,0.0,How do you know @SaraBareilles and @joshgroban's music? #TonyAwards https://t.co/POMXBORfUT,CBS
2018-06-11 06:19:36,0.0,0.0,1.0,0.0,Here are all the performances from the 2018 #TonyAwards: https://t.co/gN4ItpFlRd https://t.co/fSMNBXKC9r,CBS
2018-06-11 06:04:41,0.4767,0.0,0.78,0.22,See the complete list of winners from the 2018 #TonyAwards: https://t.co/9XK6CGeber https://t.co/HkUIN4Quej,CBS
2018-06-11 03:10:33,0.8478,0.0,0.594,0.406,An end to a magical evening. The Band's Visit wins for Best Musical! #TonyAwards https://t.co/ODza97n8YH,CBS
2018-06-11 03:02:06,0.92,0.0,0.537,0.463,Congratulations are in order for @TheKatrinaLenk! She just won for Best Leading Actress in a Musical. #TonyAwards https://t.co/t9bNvpiEmH,CBS
2018-06-11 02:58:30,0.4404,0.088,0.737,0.175,"RT @CBSThisMorning: Hmm... something seems off here @SaraBareilles @JoshGroban. 😂

@WaitressMusical @GreatCometBway #TonyAwards https://t.c…",CBS
2018-06-11 02:56:40,0.4404,0.0,0.847,0.153,RT @_stobin13: watching the #TonyAwards after going to 3 broadway shows this weekend makes it even better 😍🤩,CBS
2018-06-11 02:56:10,0.836,0.0,0.533,0.467,Tony Shalhoub wins Best Leading Actor in a Musical. #TonyAwards   #TheBandsVisit https://t.co/KcUDSicKI5,CBS
2018-06-11 02:53:00,0.0,0.0,1.0,0.0,The Boss looks right at home on the #TonyAwards stage! https://t.co/pwjv4iydkn,CBS
2018-06-11 02:47:29,0.6369,0.0,0.682,0.318,RT @Aatamianphoto: Springsteen is on the #TonyAwards and I love it.,CBS
2018-06-11 02:44:50,0.7978,0.0,0.457,0.543,Inspiration: Get to your YES! #OnceOnThisIsland #TonyAwards https://t.co/Wjp0QIWfXq,CBS
2018-06-11 02:44:37,0.9523,0.0,0.484,0.516,The feeling when you win a Tony. 🙌 Congratulations to Once on This Island for winning Best Revival of a Musical!… https://t.co/UpFCqgBTwh,CBS
2018-06-11 02:33:09,0.5994,0.0,0.698,0.302,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards https://t.co/4Hw96kZvrf,CBS
2018-06-11 02:29:18,0.4215,0.0,0.877,0.123,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… https://t.co/4ICwMhb6hv",CBS
2018-06-11 02:23:56,0.8932,0.0,0.483,0.517,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a,CBS
2018-06-11 02:21:03,0.0,0.0,1.0,0.0,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards",CBS
2018-06-11 02:16:06,0.0,0.0,1.0,0.0,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ,CBS
2018-06-11 02:11:03,0.8908,0.0,0.509,0.491,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN,CBS
2018-06-11 02:05:47,0.0,0.0,1.0,0.0,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv,CBS
2018-06-11 02:03:31,0.4926,0.0,0.738,0.262,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,CBS
2018-06-11 01:58:48,0.5093,0.0,0.477,0.523,@writerlindsayb You're welcome! #TonyAwards,CBS
2018-06-11 01:53:17,0.7579,0.0,0.519,0.481,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,CBS
2018-06-11 01:51:16,0.6467,0.0,0.752,0.248,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",CBS
2018-06-11 01:38:23,0.0,0.0,1.0,0.0,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,CBS
2018-06-11 01:37:36,0.636,0.0,0.724,0.276,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,CBS
2018-06-11 01:30:56,0.8834,0.0,0.437,0.563,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,CBS
2018-06-11 01:29:21,0.0,0.0,1.0,0.0,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,CBS
2018-06-11 01:26:03,0.7351,0.079,0.625,0.296,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,CBS
2018-06-11 01:25:59,0.0,0.0,1.0,0.0,RT @KatLargent: MAGIC #TonyAwards,CBS
2018-06-11 01:24:46,0.0,0.0,1.0,0.0,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,CBS
2018-06-11 01:24:12,0.4019,0.0,0.838,0.162,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,CBS
2018-06-11 01:19:59,0.9151,0.0,0.543,0.457,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,CBS
2018-06-11 01:12:31,0.6369,0.0,0.625,0.375,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,CBS
2018-06-11 01:08:28,0.1511,0.0,0.898,0.102,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,CBS
2018-06-11 01:08:24,0.1531,0.0,0.852,0.148,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,CBS
2018-06-11 01:02:47,0.8834,0.0,0.437,0.563,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,CBS
2018-06-11 00:58:06,0.0,0.0,1.0,0.0,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,CBS
2018-06-11 00:52:34,0.2714,0.0,0.793,0.207,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,CBS
2018-06-11 00:51:11,0.0,0.0,1.0,0.0,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,CBS
2018-06-11 00:50:18,0.8883,0.0,0.433,0.567,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,CBS
